obsno,grid_code,x_wgs84,y_wgs84,ldi,loss_intensity,miombo_extent,MAT,MAP,soil,access,sciname,P1,P2,P3,P4,P5,ba_P1,ba_P2,ba_P3,ba_P4,ba_P5
2638,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Terminalia sp.,0,0,0,0,NA,0,0,0,0,NA
2639,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Terminalia sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
2640,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Terminalia sp.,0,1,0,0,NA,0,283.5,0,0,NA
2641,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Terminalia sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
2642,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Terminalia sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
2643,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Terminalia sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
2644,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Terminalia sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
2645,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Terminalia sp.,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2646,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Terminalia sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
2647,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Terminalia sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
2648,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Terminalia sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
2649,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Terminalia sp.,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2650,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Terminalia sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
2651,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Terminalia sp.,0,0,0,0,0,0,0,0,0,0
2652,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Terminalia sp.,0,0,0,1,0,0,0,0,113.1,0
2653,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Uapaca nitida,0,0,0,NA,NA,0,0,0,NA,NA
2654,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Uapaca nitida,0,0,0,0,0,0,0,0,0,0
2655,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2656,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2657,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Uapaca nitida,0,0,0,0,NA,0,0,0,0,NA
2658,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2659,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Uapaca nitida,0,0,0,0,NA,0,0,0,0,NA
2660,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2661,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Uapaca nitida,0,1,NA,NA,NA,0,78.5,NA,NA,NA
2662,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2663,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Uapaca nitida,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2664,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2665,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2666,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Uapaca nitida,0,0,0,NA,NA,0,0,0,NA,NA
2667,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2668,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2669,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2670,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2671,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2672,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Uapaca nitida,0,0,0,NA,NA,0,0,0,NA,NA
2673,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2674,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2675,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2676,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Uapaca nitida,0,0,0,NA,NA,0,0,0,NA,NA
2677,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Uapaca nitida,0,0,0,0,NA,0,0,0,0,NA
2678,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2679,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Uapaca nitida,0,0,0,0,NA,0,0,0,0,NA
2680,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2681,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2682,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2683,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2684,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Uapaca nitida,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2685,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2686,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2687,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2688,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Uapaca nitida,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2689,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Uapaca nitida,0,0,NA,NA,NA,0,0,NA,NA,NA
2690,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Uapaca nitida,0,0,0,0,0,0,0,0,0,0
2691,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Uapaca nitida,0,0,0,0,0,0,0,0,0,0
2692,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,unid1,0,0,0,NA,NA,0,0,0,NA,NA
2693,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,unid1,0,0,0,0,0,0,0,0,0,0
2694,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2695,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2696,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,unid1,0,0,0,0,NA,0,0,0,0,NA
2697,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2698,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,unid1,0,0,0,0,NA,0,0,0,0,NA
2699,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2700,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2701,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2702,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,unid1,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2703,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2704,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2705,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,unid1,0,0,0,NA,NA,0,0,0,NA,NA
2706,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,unid1,1,0,NA,NA,NA,30.2,0,NA,NA,NA
2707,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2708,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2709,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2710,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2711,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,unid1,0,0,0,NA,NA,0,0,0,NA,NA
2712,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2713,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2714,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2715,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,unid1,0,0,0,NA,NA,0,0,0,NA,NA
2716,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,unid1,0,0,0,0,NA,0,0,0,0,NA
2717,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2718,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,unid1,0,0,0,0,NA,0,0,0,0,NA
2719,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2720,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2721,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2722,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2723,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,unid1,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2724,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2725,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2726,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,unid1,0,0,NA,NA,NA,0,0,NA,NA,NA
2727,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,unid1,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2728,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,unid1,0,1,NA,NA,NA,0,143.1,NA,NA,NA
2729,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,unid1,0,0,0,0,0,0,0,0,0,0
2730,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,unid1,0,0,0,0,0,0,0,0,0,0
2731,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,unid10,0,0,0,NA,NA,0,0,0,NA,NA
2732,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,unid10,0,0,1,0,0,0,0,19.6,0,0
2733,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2734,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2735,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,unid10,0,0,0,0,NA,0,0,0,0,NA
2736,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2737,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,unid10,0,0,0,0,NA,0,0,0,0,NA
2738,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2739,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2740,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2741,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,unid10,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2742,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2743,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2744,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,unid10,0,0,0,NA,NA,0,0,0,NA,NA
2745,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2746,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2747,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2748,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2749,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2750,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,unid10,0,0,0,NA,NA,0,0,0,NA,NA
2751,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2752,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2753,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2754,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,unid10,0,0,0,NA,NA,0,0,0,NA,NA
2755,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,unid10,0,0,0,0,NA,0,0,0,0,NA
2756,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2757,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,unid10,0,0,0,0,NA,0,0,0,0,NA
2758,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2759,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2760,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2761,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2762,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,unid10,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2763,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2764,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2765,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2766,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,unid10,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2767,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,unid10,0,0,NA,NA,NA,0,0,NA,NA,NA
2768,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,unid10,0,0,0,0,0,0,0,0,0,0
2769,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,unid10,0,0,0,0,0,0,0,0,0,0
2770,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,unid11,0,0,0,NA,NA,0,0,0,NA,NA
2771,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,unid11,0,0,0,0,0,0,0,0,0,0
2772,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2773,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2774,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,unid11,0,0,0,0,NA,0,0,0,0,NA
2775,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2776,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,unid11,0,0,0,0,NA,0,0,0,0,NA
2777,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2778,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2779,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2780,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,unid11,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2781,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,unid11,0,2,NA,NA,NA,0,153.1,NA,NA,NA
2782,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2783,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,unid11,0,0,0,NA,NA,0,0,0,NA,NA
2784,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2785,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2786,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2787,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2788,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2789,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,unid11,0,0,0,NA,NA,0,0,0,NA,NA
2790,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,unid11,1,0,NA,NA,NA,132.7,0,NA,NA,NA
2791,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2792,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2793,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,unid11,0,0,0,NA,NA,0,0,0,NA,NA
2794,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,unid11,0,0,0,0,NA,0,0,0,0,NA
2795,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2796,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,unid11,0,0,0,0,NA,0,0,0,0,NA
2797,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2798,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,unid11,0,2,NA,NA,NA,0,536.9,NA,NA,NA
2799,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,unid11,0,3,NA,NA,NA,0,122.2,NA,NA,NA
2800,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2801,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,unid11,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2802,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2803,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2804,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2805,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,unid11,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2806,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,unid11,0,0,NA,NA,NA,0,0,NA,NA,NA
2807,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,unid11,0,0,0,0,0,0,0,0,0,0
2808,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,unid11,0,0,0,0,0,0,0,0,0,0
2809,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,unid12,0,0,0,NA,NA,0,0,0,NA,NA
